Taxon,Total length,No of charsets,atpB_final_alignment.fasta,matK_final_alignment.fasta,ndhF_final_alignment.fasta,rbcL_final_alignment.fasta,
Linderniaceae Torenia comp. OUTSIDE,10687 bp,3,(No data),8188 (5717 indels),"1144 (15 'N', 598 indels)",1355 (30 indels),
Loasaceae Aosa parviflora,7733 bp,1,(No data),7733 (5291 indels),(No data),(No data),
Loasaceae Aosa rostrata,7732 bp,1,(No data),7732 (5295 indels),(No data),(No data),
Loasaceae Aosa rupestris,7730 bp,1,(No data),7730 (5285 indels),(No data),(No data),
Loasaceae Aosa sigmoidea,5383 bp,1,(No data),"5383 (286 'N', 3592 indels)",(No data),(No data),
Loasaceae Blumenbachia amana,7733 bp,1,(No data),7733 (5296 indels),(No data),(No data),
Loasaceae Klaprothia fasciculata,7719 bp,1,(No data),"7719 (294 'N', 5281 indels)",(No data),(No data),
Loasaceae Mentzelia aspera,7733 bp,1,(No data),7733 (5284 indels),(No data),(No data),
Loganiaceae Antonia ovata,4637 bp,2,(No data),(No data),"3998 (15 'N', 1811 indels)",639 (25 indels),
Loganiaceae Mitreola petiolata,6690 bp,3,(No data),2207 (1441 indels),"3942 (16 'N', 1769 indels)",541 (25 indels),
Loganiaceae Spigelia anthelmia,6792 bp,3,(No data),2207 (1435 indels),"4004 (6 'N', 1802 indels)",581 (29 indels),
Loganiaceae Strychnos erichsonii,1702 bp,1,(No data),1702 (1032 indels),(No data),(No data),
Loganiaceae Strychnos guianensis,2788 bp,2,(No data),2207 (1432 indels),(No data),581 (29 indels),
Loganiaceae Strychnos pseudoquina,2611 bp,2,(No data),1987 (1248 indels),(No data),624 (29 indels),
Loranthaceae Cladocolea comp. OUTSIDE,3408 bp,1,(No data),3408 (2089 indels),(No data),(No data),
Loranthaceae Ligaria comp. OUTSIDE,3847 bp,2,(No data),2998 (1847 indels),(No data),849 (26 indels),
Loranthaceae Oryctanthus comp. OUTSIDE,4997 bp,2,(No data),4464 (3095 indels),(No data),533 (24 indels),
Loranthaceae Phthirusa comp. OUTSIDE,3144 bp,1,(No data),3144 (1877 indels),(No data),(No data),
Loranthaceae Psittacanthus cucullaris,705 bp,1,(No data),(No data),(No data),705 (26 indels),
Loranthaceae Tripodanthus acutifolius,4486 bp,2,(No data),3630 (2230 indels),(No data),856 (26 indels),
Lythraceae Adenaria floribunda,12130 bp,3,(No data),7753 (5336 indels),2351 (1383 indels),"2026 (5 'N', 613 indels)",
Lythraceae Ammannia auriculata,1913 bp,1,(No data),(No data),(No data),1913 (546 indels),
Lythraceae Ammannia latifolia,5868 bp,3,(No data),1719 (1065 indels),2447 (1386 indels),"1702 (42 'N', 298 indels)",
Lythraceae Cuphea carthagenensis,2840 bp,2,(No data),2204 (1431 indels),(No data),636 (29 indels),
Lythraceae Heimia apetala,3955 bp,2,(No data),2298 (1482 indels),(No data),1657 (294 indels),
Lythraceae Lafoensia pacari,3198 bp,2,(No data),2284 (1436 indels),(No data),914 (344 indels),
Lythraceae Pleurophora anomala,9781 bp,2,(No data),7753 (5285 indels),(No data),"2028 (678 'N', 613 indels)",
Magnoliaceae Magnolia ovata,7622 bp,3,(No data),2108 (1382 indels),3779 (1694 indels),1735 (335 indels),
Malpighiaceae Acmanthera comp. OUTSIDE,7505 bp,3,(No data),3938 (2420 indels),1727 (992 indels),1840 (496 indels),
Malpighiaceae Aenigmatanthera doniana,3278 bp,2,(No data),(No data),1686 (980 indels),1592 (252 indels),
Malpighiaceae Aenigmatanthera lasiandra,6132 bp,3,(No data),2862 (1761 indels),1666 (980 indels),1604 (252 indels),
Malpighiaceae Alicia comp. OUTSIDE,3382 bp,2,(No data),(No data),1708 (983 indels),1674 (294 indels),
Malpighiaceae Amorimia candidae,1613 bp,1,(No data),(No data),1613 (978 indels),(No data),
Malpighiaceae Amorimia maritima,4555 bp,2,(No data),2847 (1749 indels),1708 (986 indels),(No data),
Malpighiaceae Amorimia pellegrinii,1610 bp,1,(No data),(No data),1610 (978 indels),(No data),
Malpighiaceae Amorimia pubiflora,1676 bp,1,(No data),(No data),1676 (980 indels),(No data),
Malpighiaceae Amorimia rigida,6083 bp,3,(No data),2854 (1755 indels),1610 (978 indels),1619 (256 indels),
Malpighiaceae Amorimia septentrionalis,4562 bp,2,(No data),2847 (1749 indels),1715 (983 indels),(No data),
Malpighiaceae Amorimia velutina,4548 bp,2,(No data),2862 (1761 indels),1686 (980 indels),(No data),
Malpighiaceae Aspicarpa harleyi,6167 bp,3,(No data),2862 (1761 indels),1686 (983 indels),1619 (256 indels),
Malpighiaceae Banisteriopsis acerosa,2855 bp,1,(No data),2855 (1755 indels),(No data),(No data),
Malpighiaceae Banisteriopsis adenopoda,3274 bp,2,(No data),(No data),1683 (989 indels),1591 (252 indels),
Malpighiaceae Banisteriopsis angustifolia,4541 bp,2,(No data),2855 (1755 indels),1686 (989 indels),(No data),
Malpighiaceae Banisteriopsis anisandra,6041 bp,3,(No data),2767 (1687 indels),1612 (964 indels),1662 (294 indels),
Malpighiaceae Banisteriopsis argyrophylla,6065 bp,3,(No data),2852 (1755 indels),1686 (989 indels),1527 (227 indels),
Malpighiaceae Banisteriopsis basifixa,4565 bp,2,(No data),2847 (1743 indels),1718 (992 indels),(No data),
Malpighiaceae Banisteriopsis calcicola,4548 bp,2,(No data),2862 (1761 indels),1686 (989 indels),(No data),
Malpighiaceae Banisteriopsis campestris,1691 bp,1,(No data),(No data),1691 (989 indels),(No data),
Malpighiaceae Banisteriopsis confusa,4416 bp,2,(No data),2730 (1689 indels),1686 (989 indels),(No data),
Malpighiaceae Banisteriopsis gardneriana,2836 bp,1,(No data),2836 (1743 indels),(No data),(No data),
Malpighiaceae Banisteriopsis harleyi,4506 bp,2,(No data),2820 (1743 indels),1686 (989 indels),(No data),
Malpighiaceae Banisteriopsis laevifolia,6167 bp,3,(No data),2862 (1761 indels),1686 (989 indels),1619 (256 indels),
Malpighiaceae Banisteriopsis latifolia,4508 bp,2,(No data),2822 (1743 indels),1686 (989 indels),(No data),
Malpighiaceae Banisteriopsis malifolia,6588 bp,3,(No data),2847 (1749 indels),1721 (992 indels),2020 (613 indels),
Malpighiaceae Banisteriopsis megaphylla,4568 bp,2,(No data),2847 (1749 indels),1721 (992 indels),(No data),
Malpighiaceae Banisteriopsis muricata,6167 bp,3,(No data),2862 (1761 indels),1686 (989 indels),1619 (256 indels),
Malpighiaceae Banisteriopsis nummifera,6140 bp,3,(No data),2862 (1761 indels),1686 (983 indels),1592 (252 indels),
Malpighiaceae Banisteriopsis schizoptera,1651 bp,1,(No data),(No data),1651 (988 indels),(No data),
Malpighiaceae Banisteriopsis scutellata,3371 bp,2,(No data),(No data),1709 (992 indels),1662 (294 indels),
Malpighiaceae Banisteriopsis sellowiana,1686 bp,1,(No data),(No data),1686 (989 indels),(No data),
Malpighiaceae Banisteriopsis stellaris,6221 bp,3,(No data),2847 (1749 indels),1712 (992 indels),1662 (294 indels),
Malpighiaceae Banisteriopsis vernoniifolia,4562 bp,2,(No data),2847 (1749 indels),1715 (992 indels),(No data),
Malpighiaceae Barnebya dispar,6366 bp,3,(No data),"3855 (30 'N', 2358 indels)","1513 (30 'N', 892 indels)",998 (202 indels),
Malpighiaceae Bronwenia ferruginea,6151 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1603 (252 indels),
Malpighiaceae Bronwenia megaptera,4565 bp,2,(No data),2847 (1749 indels),1718 (983 indels),(No data),
Malpighiaceae Bronwenia wurdackii,6230 bp,3,(No data),2847 (1749 indels),1721 (983 indels),1662 (294 indels),
Malpighiaceae Bunchosia apiculata,4548 bp,2,(No data),"2862 (1 'N', 1761 indels)",1686 (980 indels),(No data),
Malpighiaceae Bunchosia maritima,1718 bp,1,(No data),(No data),1718 (983 indels),(No data),
Malpighiaceae Bunchosia pernambucana,4547 bp,2,(No data),2847 (1749 indels),1700 (980 indels),(No data),
Malpighiaceae Byrsonima basiloba,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Byrsonima coccolobifolia,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Byrsonima crassifolia,6967 bp,4,1601 (139 indels),1941 (1233 indels),1727 (983 indels),1698 (298 indels),
Malpighiaceae Byrsonima crispa,6154 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1606 (252 indels),
Malpighiaceae Byrsonima ligustrifolia,2891 bp,2,(No data),2163 (1416 indels),(No data),728 (29 indels),
Malpighiaceae Byrsonima macrophylla,4548 bp,2,(No data),2862 (1761 indels),1686 (980 indels),(No data),
Malpighiaceae Byrsonima morii,3305 bp,2,(No data),(No data),1686 (980 indels),1619 (256 indels),
Malpighiaceae Byrsonima spicata,2604 bp,2,(No data),"2057 (1 'N', 1322 indels)",(No data),547 (27 indels),
Malpighiaceae Byrsonima triopterifolia,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Callaeum psilophyllum,6140 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1592 (252 indels),
Malpighiaceae Camarea affinis,1685 bp,1,(No data),(No data),1685 (983 indels),(No data),
Malpighiaceae Camarea axillaris,6214 bp,3,(No data),2862 (1761 indels),1733 (986 indels),1619 (256 indels),
Malpighiaceae Carolus chasei,7679 bp,3,(No data),"3925 (145 'N', 2405 indels)",1733 (983 indels),2021 (613 indels),
Malpighiaceae Carolus chlorocarpus,4548 bp,2,(No data),2862 (1761 indels),1686 (980 indels),(No data),
Malpighiaceae Christianella multiglandulosa,6145 bp,3,(No data),2854 (1755 indels),1686 (980 indels),1605 (252 indels),
Malpighiaceae Dicella bracteosa,6132 bp,3,(No data),2854 (1755 indels),1686 (989 indels),1592 (252 indels),
Malpighiaceae Dicella macroptera,4501 bp,2,(No data),2862 (1767 indels),1639 (979 indels),(No data),
Malpighiaceae Diplopterys hypericifolia,7355 bp,3,(No data),"3924 (14 'N', 2408 indels)",1733 (983 indels),1698 (298 indels),
Malpighiaceae Diplopterys lutea,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Diplopterys pubipetala,6140 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1592 (252 indels),
Malpighiaceae Diplopterys valvata,6155 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1607 (252 indels),
Malpighiaceae Diplopterys virgultosa,4548 bp,2,(No data),2862 (1761 indels),1686 (980 indels),(No data),
Malpighiaceae Galphimia australis,5841 bp,3,(No data),2461 (1513 indels),1718 (974 indels),1662 (294 indels),
Malpighiaceae Galphimia brasiliensis,5621 bp,3,(No data),2354 (1496 indels),1675 (971 indels),1592 (252 indels),
Malpighiaceae Heladena multiflora,7360 bp,3,(No data),"3949 (6 'N', 2428 indels)",1724 (989 indels),1687 (298 indels),
Malpighiaceae Heteropterys bahiensis,6204 bp,3,(No data),2862 (1761 indels),1723 (983 indels),1619 (256 indels),
Malpighiaceae Heteropterys bicolor,6196 bp,3,(No data),2862 (1761 indels),1715 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys byrsonimifolia,6135 bp,3,(No data),2862 (1761 indels),1668 (980 indels),1605 (252 indels),
Malpighiaceae Heteropterys catingarum,6167 bp,3,(No data),2834 (1743 indels),1714 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys chrysophylla,5895 bp,3,(No data),2834 (1743 indels),1715 (980 indels),1346 (30 indels),
Malpighiaceae Heteropterys conformis,6139 bp,3,(No data),2834 (1749 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys cordifolia,6129 bp,3,(No data),2851 (1755 indels),1686 (989 indels),1592 (252 indels),
Malpighiaceae Heteropterys dumetorum,6139 bp,3,(No data),2834 (1743 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys imperata,6160 bp,3,(No data),2855 (1755 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys leschenaultiana,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys lindleyana,6188 bp,3,(No data),2854 (1761 indels),1715 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys macrostachya,4548 bp,2,(No data),2862 (1761 indels),1686 (980 indels),(No data),
Malpighiaceae Heteropterys megaptera,6197 bp,3,(No data),2855 (1755 indels),1723 (983 indels),1619 (256 indels),
Malpighiaceae Heteropterys nitida,6207 bp,3,(No data),2855 (1755 indels),1733 (983 indels),1619 (256 indels),
Malpighiaceae Heteropterys nordestina,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Heteropterys pauciflora,6178 bp,3,(No data),2834 (1743 indels),1725 (983 indels),1619 (256 indels),
Malpighiaceae Heteropterys pteropetala,6154 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1606 (252 indels),
Malpighiaceae Heteropterys rhopalifolia,6214 bp,3,(No data),2862 (1761 indels),1733 (983 indels),1619 (256 indels),
Malpighiaceae Heteropterys rufula,3289 bp,2,(No data),(No data),1686 (980 indels),1603 (252 indels),
Malpighiaceae Heteropterys sanctorum,6207 bp,3,(No data),2855 (1761 indels),1733 (983 indels),1619 (256 indels),
Malpighiaceae Heteropterys sericea,6152 bp,3,(No data),2832 (1743 indels),1719 (983 indels),1601 (252 indels),
Malpighiaceae Heteropterys sincorensis,6186 bp,3,(No data),2834 (1743 indels),1733 (992 indels),1619 (256 indels),
Malpighiaceae Heteropterys trichanthera,6207 bp,3,(No data),2855 (1755 indels),1733 (983 indels),1619 (256 indels),
Malpighiaceae Hiraea fagifolia,8230 bp,4,1608 (139 indels),3213 (2030 indels),1733 (983 indels),1676 (345 indels),
Malpighiaceae Janusia anisandra,5466 bp,3,(No data),1712 (922 indels),1733 (986 indels),2021 (613 indels),
Malpighiaceae Janusia christianeae,4541 bp,2,(No data),2855 (1749 indels),1686 (983 indels),(No data),
Malpighiaceae Janusia hexandra,6140 bp,3,(No data),2862 (1761 indels),"1686 (1 'N', 967 indels)",1592 (252 indels),
Malpighiaceae Janusia janusioides,3292 bp,2,(No data),(No data),1686 (977 indels),1606 (252 indels),
Malpighiaceae Janusia mediterranea,6569 bp,3,(No data),2862 (1761 indels),1686 (983 indels),2021 (613 indels),
Malpighiaceae Janusia schwannioides,3392 bp,2,(No data),(No data),1718 (983 indels),1674 (294 indels),
Malpighiaceae Lophopterys floribunda,7366 bp,3,(No data),"3949 (148 'N', 2434 indels)",1718 (983 indels),1699 (298 indels),
Malpighiaceae Mascagnia cordifolia,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Mascagnia sepium,7380 bp,3,(No data),3949 (2437 indels),1733 (983 indels),1698 (298 indels),
Malpighiaceae Mcvaughia bahiana,6999 bp,3,(No data),"3949 (194 'N', 2419 indels)",1733 (974 indels),1317 (30 indels),
Malpighiaceae Mezia araujoi,7322 bp,3,(No data),"3949 (6 'N', 2428 indels)",1675 (980 indels),1698 (298 indels),
Malpighiaceae Niedenzuella acutifolia,6150 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1602 (252 indels),
Malpighiaceae Niedenzuella sericea,6151 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1603 (252 indels),
Malpighiaceae Peixotoa bahiana,1718 bp,1,(No data),(No data),1718 (992 indels),(No data),
Malpighiaceae Peixotoa glabra,6940 bp,3,(No data),"3505 (126 'N', 2133 indels)",1733 (992 indels),1702 (298 indels),
Malpighiaceae Peixotoa hispidula,4568 bp,2,(No data),2847 (1749 indels),1721 (992 indels),(No data),
Malpighiaceae Peixotoa paludosa,2363 bp,1,(No data),2363 (1504 indels),(No data),(No data),
Malpighiaceae Peixotoa parviflora,4548 bp,2,(No data),2862 (1761 indels),1686 (989 indels),(No data),
Malpighiaceae Peixotoa reticulata,4548 bp,2,(No data),2862 (1761 indels),1686 (989 indels),(No data),
Malpighiaceae Peixotoa tomentosa,1721 bp,1,(No data),(No data),1721 (992 indels),(No data),
Malpighiaceae Ptilochaeta bahiensis,7369 bp,3,(No data),"3938 (68 'N', 2420 indels)",1733 (989 indels),"1698 (81 'N', 298 indels)",
Malpighiaceae Stigmaphyllon ciliatum,6167 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1619 (256 indels),
Malpighiaceae Stigmaphyllon paralias,5455 bp,3,(No data),1701 (921 indels),1733 (983 indels),2021 (613 indels),
Malpighiaceae Tetrapterys ambigua,3288 bp,2,(No data),(No data),1686 (980 indels),1602 (252 indels),
Malpighiaceae Tetrapterys cardiophylla,2847 bp,1,(No data),2847 (1749 indels),(No data),(No data),
Malpighiaceae Tetrapterys discolor,6216 bp,3,(No data),"3919 (52 'N', 2411 indels)",1733 (983 indels),564 (27 indels),
Malpighiaceae Tetrapterys maranhamensis,1718 bp,1,(No data),(No data),1718 (983 indels),(No data),
Malpighiaceae Tetrapterys microphylla,7675 bp,3,(No data),3921 (2409 indels),1733 (983 indels),2021 (613 indels),
Malpighiaceae Tetrapterys mucronata,6230 bp,3,(No data),2847 (1752 indels),1712 (977 indels),1671 (294 indels),
Malpighiaceae Tetrapterys paludosa,2847 bp,1,(No data),2847 (1749 indels),(No data),(No data),
Malpighiaceae Tetrapterys phlomoides,6167 bp,3,(No data),2862 (1764 indels),1686 (974 indels),1619 (256 indels),
Malpighiaceae Tetrapterys salicifolia,3305 bp,2,(No data),(No data),1686 (980 indels),1619 (256 indels),
Malpighiaceae Tetrapterys styloptera,3656 bp,2,(No data),(No data),1633 (979 indels),2023 (613 indels),
Malpighiaceae Thryallis latifolia,6246 bp,3,(No data),2862 (1761 indels),1686 (980 indels),1698 (298 indels),
Malpighiaceae Thryallis longifolia,3303 bp,2,1570 (121 indels),(No data),1733 (983 indels),(No data),
Malpighiaceae Verrucularina comp. OUTSIDE,6175 bp,3,(No data),2862 (1755 indels),1723 (965 indels),1590 (252 indels),
Malpighiaceae Verrucularia glaucophylla,6175 bp,3,(No data),2862 (1755 indels),1723 (965 indels),1590 (252 indels),
Malvaceae Apeiba glabra,2794 bp,2,(No data),2090 (1318 indels),(No data),704 (25 indels),
Malvaceae Apeiba tibourbou,7667 bp,4,"1607 (6 'N', 139 indels)",1702 (1185 indels),3819 (1677 indels),539 (26 indels),
Malvaceae Bastardia bivalvis,11574 bp,2,(No data),7804 (5292 indels),3770 (1712 indels),(No data),
Malvaceae Bastardiopsis comp. OUTSIDE,2720 bp,2,(No data),2150 (1434 indels),(No data),570 (28 indels),
Malvaceae Briquetiastrum spicatum,2788 bp,2,(No data),2207 (1444 indels),(No data),581 (29 indels),
Malvaceae Byttneria aculeata,6550 bp,3,(No data),2168 (1446 indels),3813 (1698 indels),569 (28 indels),
Malvaceae Byttneria catalpifolia,3104 bp,2,(No data),"2523 (1 'N', 1600 indels)",(No data),581 (29 indels),
Malvaceae Byttneria fernandesii,2523 bp,1,(No data),2523 (1600 indels),(No data),(No data),
Malvaceae Byttneria filipes,4089 bp,2,"1566 (11 'N', 130 indels)",2523 (1600 indels),(No data),(No data),
Malvaceae Byttneria scabra,2523 bp,1,(No data),2523 (1594 indels),(No data),(No data),
Malvaceae Cavanillesia comp. OUTSIDE,6043 bp,2,(No data),2224 (1447 indels),3819 (1719 indels),(No data),
Malvaceae Ceiba crispiflora,11595 bp,2,(No data),7776 (5282 indels),"3819 (1 'N', 1719 indels)",(No data),
Malvaceae Ceiba pentandra,2764 bp,2,(No data),2213 (1446 indels),(No data),551 (25 indels),
Malvaceae Ceiba samauma,1547 bp,1,(No data),(No data),(No data),1547 (227 indels),
Malvaceae Ceiba speciosa,10963 bp,3,"1600 (1 'N', 139 indels)",7816 (5299 indels),(No data),1547 (227 indels),
Malvaceae Christiana africana,1767 bp,1,(No data),(No data),(No data),1767 (372 indels),
Malvaceae Cienfuegosia heterophylla,11565 bp,2,(No data),7816 (5318 indels),3749 (1700 indels),(No data),
Malvaceae Corchorus aestuans,1689 bp,1,(No data),1689 (1126 indels),(No data),(No data),
Malvaceae Corchorus argutus,2557 bp,1,(No data),(No data),"2557 (32 'N', 1459 indels)",(No data),
Malvaceae Corchorus olitorius,7153 bp,3,(No data),2707 (1797 indels),3792 (1686 indels),654 (25 indels),
Malvaceae Eriotheca candolleana,6254 bp,1,(No data),6254 (4047 indels),(No data),(No data),
Malvaceae Eriotheca dolichopoda,6290 bp,1,(No data),6290 (4058 indels),(No data),(No data),
Malvaceae Eriotheca gracilipes,6294 bp,1,(No data),6294 (4045 indels),(No data),(No data),
Malvaceae Eriotheca macrophylla,6899 bp,1,(No data),6899 (4659 indels),(No data),(No data),
